Dólar compra,Dólar venta,Dólar eBROU compra,Dólar eBROU venta,Euro compra,Euro venta,Peso Argentino compra,Peso Argentino venta,Real compra,Real venta,fecha
23.25,24.75,NA,NA,29.35,32.4,7.35,8.35,9.7,10.7,2006-08-08
23.25,24.75,NA,NA,29.35,32.45,7.35,8.35,9.7,10.7,2006-08-09
23.25,24.75,NA,NA,29.4,32.55,7.35,8.35,9.7,10.7,2006-08-10
23.25,24.75,NA,NA,29.1,32.2,7.35,8.35,9.7,10.7,2006-08-11
23.25,24.75,NA,NA,29.1,32.2,7.35,8.35,9.7,10.7,2006-08-12
23.25,24.75,NA,NA,29.1,32.2,7.35,8.35,9.7,10.7,2006-08-13
23.25,24.75,NA,NA,29,32.15,7.35,8.35,9.7,10.7,2006-08-14
23.2,24.7,NA,NA,29,32.05,7.35,8.35,9.7,10.7,2006-08-15
23.2,24.7,NA,NA,29.15,32.15,7.35,8.35,9.7,10.7,2006-08-16
23.2,24.7,NA,NA,29.25,32.35,7.35,8.35,9.7,10.7,2006-08-17
23.2,24.7,NA,NA,29.15,32.25,7.35,8.35,9.7,10.7,2006-08-18
23.2,24.7,NA,NA,29.15,32.25,7.35,8.35,9.7,10.7,2006-08-19
23.2,24.7,NA,NA,29.15,32.25,7.35,8.35,9.7,10.7,2006-08-20
23.2,24.7,NA,NA,29.15,32.25,7.35,8.35,9.7,10.7,2006-08-21
23.25,24.75,NA,NA,29.4,32.5,7.35,8.35,9.7,10.7,2006-08-22
23.3,24.8,NA,NA,29.3,32.4,7.35,8.35,9.8,10.8,2006-08-23
23.3,24.8,NA,NA,29.3,32.4,7.35,8.35,9.8,10.8,2006-08-24
23.3,24.8,NA,NA,29.3,32.4,7.35,8.35,9.8,10.8,2006-08-25
23.3,24.8,NA,NA,29.3,32.4,7.35,8.35,9.8,10.8,2006-08-26
23.3,24.8,NA,NA,29.3,32.4,7.35,8.35,9.8,10.8,2006-08-27
23.25,24.75,NA,NA,29.1,32.2,7.35,8.35,9.8,10.8,2006-08-28
23.25,24.75,NA,NA,29.15,32.25,7.35,8.35,9.8,10.8,2006-08-29
23.25,24.75,NA,NA,29.25,32.35,7.35,8.35,9.8,10.8,2006-08-30
23.25,24.75,NA,NA,29.25,32.35,7.35,8.35,9.8,10.8,2006-08-31
23.25,24.75,NA,NA,29.25,32.35,7.35,8.35,9.8,10.8,2006-09-01
23.25,24.75,NA,NA,29.25,32.35,7.35,8.35,9.8,10.8,2006-09-02
23.25,24.75,NA,NA,29.25,32.35,7.35,8.35,9.8,10.8,2006-09-03
23.3,24.8,NA,NA,29.35,32.5,7.35,8.35,9.8,10.8,2006-09-04
23.3,24.8,NA,NA,29.4,32.5,7.35,8.35,9.8,10.8,2006-09-05
23.3,24.8,NA,NA,29.3,32.4,7.35,8.35,9.8,10.8,2006-09-06
23.25,24.75,NA,NA,29.25,32.35,7.35,8.35,10,11,2006-09-07
23.25,24.75,NA,NA,29,32.15,7.35,8.35,10,11,2006-09-08
23.25,24.75,NA,NA,29,32.15,7.35,8.35,10,11,2006-09-09
23.25,24.75,NA,NA,29,32.15,7.35,8.35,10,11,2006-09-10
23.25,24.75,NA,NA,28.9,32,7.35,8.35,10,11,2006-09-11
23.2,24.7,NA,NA,28.9,31.95,7.35,8.35,10,11,2006-09-12
23.2,24.7,NA,NA,28.9,31.9,7.35,8.35,10,11,2006-09-13
23.2,24.7,NA,NA,28.9,31.9,7.35,8.35,10,11,2006-09-14
23.2,24.7,NA,NA,29,32.1,7.35,8.35,10,11,2006-09-15
23.2,24.7,NA,NA,29,32.1,7.35,8.35,10,11,2006-09-16
23.2,24.7,NA,NA,29,32.1,7.35,8.35,10,11,2006-09-17
23.2,24.7,NA,NA,29,32.1,7.35,8.35,10,11,2006-09-18
23.25,24.75,NA,NA,29,32.05,7.35,8.35,10,11,2006-09-19
23.25,24.75,NA,NA,28.95,32.05,7.35,8.35,10,11,2006-09-20
23.25,24.75,NA,NA,28.95,32.05,7.35,8.35,10,11,2006-09-21
23.15,24.65,NA,NA,29.05,32.05,7.35,8.35,10,11,2006-09-22
23.15,24.65,NA,NA,29.05,32.05,7.35,8.35,10,11,2006-09-23
23.15,24.65,NA,NA,29.05,32.05,7.35,8.35,10,11,2006-09-24
23.15,24.65,NA,NA,29.1,32.15,7.35,8.35,10,11,2006-09-25
23.15,24.65,NA,NA,28.95,32,7.35,8.35,10,11,2006-09-26
23.2,24.7,NA,NA,28.9,31.95,7.35,8.35,10,11,2006-09-27
23.2,24.7,NA,NA,28.9,32,7.35,8.35,10,11,2006-09-28
23.2,24.7,NA,NA,28.9,31.9,7.35,8.35,10,11,2006-09-29
23.2,24.7,NA,NA,28.9,31.9,7.35,8.35,10,11,2006-09-30
23.2,24.7,NA,NA,28.9,31.9,7.35,8.35,10,11,2006-10-01
23.2,24.7,NA,NA,28.9,31.9,7.35,8.35,10,11,2006-10-02
23.2,24.7,NA,NA,29,32.1,7.35,8.35,10,11,2006-10-03
23.15,24.65,NA,NA,28.95,32,7.35,8.35,10,11,2006-10-04
23.15,24.65,NA,NA,28.8,31.85,7.35,8.35,10,11,2006-10-05
23.15,24.65,NA,NA,28.85,31.85,7.35,8.35,10,11,2006-10-06
23.15,24.65,NA,NA,28.85,31.85,7.35,8.35,10,11,2006-10-07
23.15,24.65,NA,NA,28.85,31.85,7.35,8.35,10,11,2006-10-08
23.15,24.65,NA,NA,28.6,31.65,7.35,8.35,10,11,2006-10-09
23.15,24.65,NA,NA,28.65,31.65,7.35,8.35,10,11,2006-10-10
23.15,24.65,NA,NA,28.5,31.5,7.35,8.35,10,11,2006-10-11
23.15,24.65,NA,NA,28.45,31.45,7.35,8.35,10,11,2006-10-12
23.75,24.65,NA,NA,28.5,31.5,7.35,8.35,10,11,2006-10-13
23.75,24.65,NA,NA,28.5,31.5,7.35,8.35,10,11,2006-10-14
23.75,24.65,NA,NA,28.5,31.5,7.35,8.35,10,11,2006-10-15
23.75,24.65,NA,NA,28.5,31.5,7.35,8.35,10,11,2006-10-16
23.15,24.65,NA,NA,28.4,31.45,7.35,8.35,10,11,2006-10-17
23.15,24.65,NA,NA,28.5,31.5,7.35,8.35,10,11,2006-10-18
23.15,24.65,NA,NA,28.4,31.45,7.35,8.35,10,11,2006-10-19
23.15,24.65,NA,NA,28.6,31.6,7.35,8.35,10,11,2006-10-20
23.15,24.65,NA,NA,28.6,31.6,7.35,8.35,10,11,2006-10-21
23.15,24.65,NA,NA,28.6,31.6,7.35,8.35,10,11,2006-10-22
23.1,24.6,NA,NA,28.6,31.65,7.35,8.35,10,11,2006-10-23
23.1,24.6,NA,NA,28.45,31.55,7.35,8.35,10,11,2006-10-24
23.1,24.6,NA,NA,28.45,31.45,7.35,8.35,10,11,2006-10-25
23.1,24.6,NA,NA,28.5,31.55,7.35,8.35,10,11,2006-10-26
23.15,24.65,NA,NA,28.85,31.9,7.35,8.35,10,11,2006-10-27
23.15,24.65,NA,NA,28.85,31.9,7.35,8.35,10,11,2006-10-28
23.15,24.65,NA,NA,28.85,31.9,7.35,8.35,10,11,2006-10-29
23.2,24.7,NA,NA,29,32.05,7.35,8.35,10,11,2006-10-30
23.2,24.7,NA,NA,28.95,32,7.35,8.35,10,11,2006-10-31
23.12,24.65,NA,NA,29,32.05,7.35,8.35,10,11,2006-11-01
23.12,24.65,NA,NA,29,32.05,7.35,8.35,10,11,2006-11-02
23.15,24.65,NA,NA,29,32.05,7.35,8.35,10,11,2006-11-03
23.15,24.65,NA,NA,29,32.05,7.35,8.35,10,11,2006-11-04
23.15,24.65,NA,NA,29,32.05,7.35,8.35,10,11,2006-11-05
23.2,24.7,NA,NA,28.95,32,7.35,8.35,10,11,2006-11-06
23.2,24.7,NA,NA,28.95,32,7.35,8.35,10,11,2006-11-07
23.2,24.7,NA,NA,29.15,32.25,7.35,8.35,10,11,2006-11-08
23.2,24.7,NA,NA,29.05,32.1,7.35,8.35,10,11,2006-11-09
23.2,24.7,NA,NA,29.05,32.2,7.35,8.35,10,11,2006-11-10
23.2,24.7,NA,NA,29.05,32.2,7.35,8.35,10,11,2006-11-11
23.2,24.7,NA,NA,29.05,32.2,7.35,8.35,10,11,2006-11-12
23.2,24.7,NA,NA,29.3,32.4,7.35,8.35,10,11,2006-11-13
23.15,24.65,NA,NA,29.1,32.15,7.35,8.35,10,11,2006-11-14
23.15,24.65,NA,NA,29.2,32.3,7.35,8.35,10,11,2006-11-15
23.25,24.75,NA,NA,29.25,32.35,7.35,8.35,10,11,2006-11-16
23.3,24.8,NA,NA,29.25,32.35,7.35,8.35,10,11,2006-11-17
23.3,24.8,NA,NA,29.25,32.35,7.35,8.35,10,11,2006-11-18
23.3,24.8,NA,NA,29.25,32.35,7.35,8.35,10,11,2006-11-19
23.55,25.05,NA,NA,29.6,32.75,7.35,8.35,10,11,2006-11-20
23.55,25.05,NA,NA,29.6,32.75,7.35,8.35,10,11,2006-11-21
23.55,25.05,NA,NA,29.6,32.75,7.35,8.35,10,11,2006-11-22
23.6,25.1,NA,NA,29.95,33.1,7.35,8.35,10,11,2006-11-23
23.6,25.1,NA,NA,30,33.15,7.35,8.35,10,11,2006-11-24
23.6,25.1,NA,NA,30,33.15,7.35,8.35,10,11,2006-11-25
23.6,25.1,NA,NA,30,33.15,7.35,8.35,10,11,2006-11-26
23.6,25.1,NA,NA,30.3,33.45,7.35,8.35,10,11,2006-11-27
23.6,25.1,NA,NA,30.4,33.5,7.35,8.35,10,11,2006-11-28
23.65,25.15,NA,NA,30.6,33.7,7.35,8.35,10,11,2006-11-29
23.65,25.15,NA,NA,30.6,33.75,7.35,8.35,10,11,2006-11-30
23.65,25.15,NA,NA,30.75,33.95,7.35,8.35,10,11,2006-12-01
23.65,25.15,NA,NA,30.75,33.95,7.35,8.35,10,11,2006-12-02
23.65,25.15,NA,NA,30.75,33.95,7.35,8.35,10,11,2006-12-03
23.65,25.15,NA,NA,30.8,34,7.35,8.35,10,11,2006-12-04
23.7,25.2,NA,NA,30.95,34.1,7.35,8.35,10,11,2006-12-05
23.7,25.2,NA,NA,30.95,34.1,7.35,8.35,10,11,2006-12-06
23.7,25.2,NA,NA,30.95,34.1,7.35,8.35,10,11,2006-12-07
23.7,25.2,NA,NA,30.95,34.1,7.35,8.35,10,11,2006-12-08
23.7,25.2,NA,NA,30.95,34.1,7.35,8.35,10,11,2006-12-09
23.7,25.2,NA,NA,30.95,34.1,7.35,8.35,10,11,2006-12-10
23.7,25.2,NA,NA,30.8,34,7.35,8.35,10,11,2006-12-11
23.7,25.2,NA,NA,30.7,33.9,7.5,8.5,10.4,11.4,2006-12-12
23.7,25.2,NA,NA,30.85,34.05,7.5,8.5,10.4,11.4,2006-12-13
23.7,25.2,NA,NA,30.8,33.9,7.5,8.5,10.4,11.4,2006-12-14
23.7,25.2,NA,NA,30.75,33.9,7.5,8.5,10.4,11.4,2006-12-15
23.7,25.2,NA,NA,30.75,33.9,7.5,8.5,10.4,11.4,2006-12-16
23.7,25.2,NA,NA,30.75,33.9,7.5,8.5,10.4,11.4,2006-12-17
23.75,25.25,NA,NA,30.5,33.65,7.5,8.5,10.4,11.4,2006-12-18
23.75,25.25,NA,NA,30.5,33.65,7.5,8.5,10.4,11.4,2006-12-19
23.75,25.25,NA,NA,30.7,33.85,7.5,8.5,10.4,11.4,2006-12-20
23.75,25.25,NA,NA,30.8,33.95,7.5,8.5,10.4,11.4,2006-12-21
23.75,25.25,NA,NA,30.65,33.8,7.5,8.5,10.4,11.4,2006-12-22
23.75,25.25,NA,NA,30.65,33.8,7.5,8.5,10.4,11.4,2006-12-23
23.75,25.25,NA,NA,30.65,33.8,7.5,8.5,10.4,11.4,2006-12-24
23.75,25.25,NA,NA,30.65,33.8,7.5,8.5,10.4,11.4,2006-12-25
23.75,25.25,NA,NA,30.6,33.8,7.5,8.5,10.4,11.4,2006-12-26
23.75,25.25,NA,NA,30.65,33.8,7.5,8.5,10.4,11.4,2006-12-27
23.75,25.25,NA,NA,30.65,33.8,7.5,8.5,10.4,11.4,2006-12-28
23.75,25.25,NA,NA,30.75,33.95,7.5,8.5,10.4,11.4,2006-12-29
23.75,25.25,NA,NA,30.75,33.95,7.5,8.5,10.4,11.4,2006-12-30
23.75,25.25,NA,NA,30.75,33.95,7.5,8.5,10.4,11.4,2006-12-31
23.75,25.25,NA,NA,30.75,33.95,7.5,8.5,10.4,11.4,2007-01-01
23.75,25.25,NA,NA,30.75,33.95,7.5,8.5,10.4,11.4,2007-01-02
23.75,25.25,NA,NA,31,34.2,7.5,8.5,10.4,11.4,2007-01-03
23.75,25.25,NA,NA,30.7,33.9,7.5,8.5,10.4,11.4,2007-01-04
23.75,25.25,NA,NA,30.5,33.65,7.5,8.5,10.6,11.6,2007-01-05
23.75,25.25,NA,NA,30.5,33.65,7.5,8.5,10.6,11.6,2007-01-06
23.75,25.25,NA,NA,30.5,33.65,7.5,8.5,10.6,11.6,2007-01-07
23.75,25.25,NA,NA,30.35,33.45,7.5,8.5,10.6,11.6,2007-01-08
23.8,25.3,NA,NA,30.4,33.5,7.5,8.5,10.6,11.6,2007-01-09
23.8,25.3,NA,NA,30.4,33.5,7.5,8.5,10.6,11.6,2007-01-10
23.8,25.3,NA,NA,30.3,33.4,7.5,8.5,10.6,11.6,2007-01-11
23.8,25.3,NA,NA,30.2,33.3,7.5,8.5,10.6,11.6,2007-01-12
23.8,25.3,NA,NA,30.2,33.3,7.5,8.5,10.6,11.6,2007-01-13
23.8,25.3,NA,NA,30.2,33.3,7.5,8.5,10.6,11.6,2007-01-14
23.8,25.3,NA,NA,30.2,33.3,7.5,8.5,10.6,11.6,2007-01-15
23.8,25.3,NA,NA,30.25,33.3,7.5,8.5,10.6,11.6,2007-01-16
23.8,25.3,NA,NA,30.15,33.35,7.5,8.5,10.6,11.6,2007-01-17
23.75,25.25,NA,NA,30.1,33.3,7.5,8.5,10.6,11.6,2007-01-18
23.75,25.25,NA,NA,30.15,33.35,7.5,8.5,10.6,11.6,2007-01-19
23.75,25.25,NA,NA,30.15,33.35,7.5,8.5,10.6,11.6,2007-01-20
23.75,25.25,NA,NA,30.15,33.35,7.5,8.5,10.6,11.6,2007-01-21
23.7,25.2,NA,NA,30.15,33.3,7.5,8.5,10.6,11.6,2007-01-22
23.65,25.15,NA,NA,30,33.2,7.5,8.5,10.6,11.6,2007-01-23
23.65,25.15,NA,NA,30.2,33.4,7.5,8.5,10.6,11.6,2007-01-24
23.65,25.15,NA,NA,30.15,33.35,7.5,8.5,10.6,11.6,2007-01-25
23.6,25.1,NA,NA,29.95,33.9,7.5,8.5,10.6,11.6,2007-01-26
23.6,25.1,NA,NA,29.95,33.9,7.5,8.5,10.6,11.6,2007-01-27
23.6,25.1,NA,NA,29.95,33.9,7.5,8.5,10.6,11.6,2007-01-28
23.6,25.1,NA,NA,29.85,33,7.5,8.5,10.6,11.6,2007-01-29
23.6,25.1,NA,NA,29.95,33.1,7.5,8.5,10.6,11.6,2007-01-30
23.6,25.1,NA,NA,30,33.15,7.5,8.5,10.6,11.6,2007-01-31
23.55,25.05,NA,NA,30.1,33.3,7.3,8.3,10.4,11.4,2007-02-01
23.6,25.1,NA,NA,30.15,33.35,7.3,8.3,10.4,11.4,2007-02-02
23.6,25.1,NA,NA,30.15,33.35,7.3,8.3,10.4,11.4,2007-02-03
23.6,25.1,NA,NA,30.15,33.35,7.3,8.3,10.4,11.4,2007-02-04
23.6,25.1,NA,NA,30,33.2,7.3,8.3,10.4,11.4,2007-02-05
23.6,25.1,NA,NA,29.9,33.05,7.3,8.3,10.4,11.4,2007-02-06
23.6,25.1,NA,NA,33.05,33.2,7.3,8.3,10.4,11.4,2007-02-07
23.6,25.1,NA,NA,33.1,33.25,7.3,8.3,10.4,11.4,2007-02-08
23.6,25.1,NA,NA,33.15,33.3,7.3,8.3,10.4,11.4,2007-02-09
23.6,25.1,NA,NA,33.15,33.3,7.3,8.3,10.4,11.4,2007-02-10
23.6,25.1,NA,NA,33.15,33.3,7.3,8.3,10.4,11.4,2007-02-11
23.6,25.1,NA,NA,33.05,33.2,7.3,8.3,10.4,11.4,2007-02-12
23.6,25.1,NA,NA,33.05,33.2,7.3,8.3,10.4,11.4,2007-02-13
23.6,25.1,NA,NA,30.15,33.35,7.3,8.3,10.4,11.4,2007-02-14
23.6,25.1,NA,NA,30.4,33.5,7.3,8.3,10.4,11.4,2007-02-15
23.6,25.1,NA,NA,30.5,33.6,7.3,8.3,10.4,11.4,2007-02-16
23.6,25.1,NA,NA,30.5,33.6,7.3,8.3,10.4,11.4,2007-02-17
23.6,25.1,NA,NA,30.5,33.6,7.3,8.3,10.4,11.4,2007-02-18
23.6,25.1,NA,NA,30.5,33.6,7.3,8.3,10.4,11.4,2007-02-19
23.6,25.1,NA,NA,30.5,33.6,7.3,8.3,10.4,11.4,2007-02-20
23.6,25.1,NA,NA,30.4,33.55,7.3,8.3,10.4,11.4,2007-02-21
23.6,25.1,NA,NA,30.4,33.55,7.3,8.3,10.4,11.4,2007-02-22
23.6,25.1,NA,NA,30.4,33.55,7.3,8.3,10.4,11.4,2007-02-23
23.6,25.1,NA,NA,30.4,33.55,7.3,8.3,10.4,11.4,2007-02-24
23.6,25.1,NA,NA,30.4,33.55,7.3,8.3,10.4,11.4,2007-02-25
23.6,25.1,NA,NA,30.5,33.65,7.3,8.3,10.4,11.4,2007-02-26
23.6,25.1,NA,NA,30.5,33.65,7.3,8.3,10.4,11.4,2007-02-27
23.65,25.15,NA,NA,30.75,33.85,7.3,8.3,10.4,11.4,2007-02-28
23.7,25.2,NA,NA,30.75,33.85,7.3,8.3,10.4,11.4,2007-03-01
23.7,25.2,NA,NA,30.75,33.85,7.3,8.3,10.4,11.4,2007-03-02
23.7,25.2,NA,NA,30.75,33.85,7.3,8.3,10.4,11.4,2007-03-03
23.7,25.2,NA,NA,30.75,33.85,7.3,8.3,10.4,11.4,2007-03-04
23.7,25.2,NA,NA,30.6,33.8,7.3,8.3,10.4,11.4,2007-03-05
23.7,25.2,NA,NA,30.5,33.6,7.3,8.3,10.4,11.4,2007-03-06
23.7,25.2,NA,NA,30.5,33.65,7.3,8.3,10.4,11.4,2007-03-07
23.7,25.2,NA,NA,30.6,33.75,7.3,8.3,10.4,11.4,2007-03-08
23.7,25.2,NA,NA,30.55,33.75,7.3,8.3,10.4,11.4,2007-03-09
23.7,25.2,NA,NA,30.55,33.75,7.3,8.3,10.4,11.4,2007-03-10
23.7,25.2,NA,NA,30.55,33.75,7.3,8.3,10.4,11.4,2007-03-11
23.7,25.2,NA,NA,30.5,33.65,7.3,8.3,10.4,11.4,2007-03-12
23.7,25.2,NA,NA,30.7,33.85,7.3,8.3,10.7,11.7,2007-03-13
23.65,25.15,NA,NA,30.6,33.8,7.3,8.3,10.7,11.7,2007-03-14
23.65,25.15,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-15
23.65,25.15,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-16
23.65,25.15,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-17
23.65,25.15,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-18
23.65,25.15,NA,NA,30.9,34.1,7.3,8.3,10.7,11.7,2007-03-19
23.6,25.1,NA,NA,30.8,34,7.3,8.3,10.7,11.7,2007-03-20
23.5,25,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-21
23.5,25,NA,NA,30.9,34.1,7.3,8.3,10.7,11.7,2007-03-22
23.5,25,NA,NA,30.85,34.05,7.3,8.3,10.7,11.7,2007-03-23
23.5,25,NA,NA,30.85,34.05,7.3,8.3,10.7,11.7,2007-03-24
23.5,25,NA,NA,30.85,34.05,7.3,8.3,10.7,11.7,2007-03-25
23.5,25,NA,NA,30.7,30.9,7.3,8.3,10.7,11.7,2007-03-26
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-27
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-28
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-29
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-30
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-03-31
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-04-01
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-04-02
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-04-03
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-04-04
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-04-05
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-04-06
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-04-07
23.45,24.95,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-04-08
23.4,24.9,NA,NA,30.75,33.85,7.3,8.3,10.7,11.7,2007-04-09
23.4,24.9,NA,NA,30.7,33.9,7.3,8.3,10.7,11.7,2007-04-10
23.4,24.9,NA,NA,30.85,34.1,7.3,8.3,10.7,11.7,2007-04-11
23.45,24.95,NA,NA,30.95,34.15,7.3,8.3,10.8,11.8,2007-04-12
23.45,24.95,NA,NA,30.95,34.15,7.3,8.3,10.8,11.8,2007-04-13
23.45,24.95,NA,NA,30.95,34.15,7.3,8.3,10.8,11.8,2007-04-14
23.45,24.95,NA,NA,30.95,34.15,7.3,8.3,10.8,11.8,2007-04-15
23.45,24.95,NA,NA,31.1,34.35,7.3,8.3,10.8,11.8,2007-04-16
23.4,24.9,NA,NA,31.1,34.35,7.3,8.3,10.8,11.8,2007-04-17
23.4,24.9,NA,NA,31.15,34.45,7.3,8.3,10.8,11.8,2007-04-18
23.35,24.85,NA,NA,31.15,34.4,7.3,8.3,10.8,11.8,2007-04-19
23.35,24.85,NA,NA,31.2,34.45,7.3,8.3,10.8,11.8,2007-04-20
23.35,24.85,NA,NA,31.2,34.45,7.3,8.3,10.8,11.8,2007-04-21
23.35,24.85,NA,NA,31.2,34.45,7.3,8.3,10.8,11.8,2007-04-22
23.35,24.85,NA,NA,31.2,34.45,7.3,8.3,10.8,11.8,2007-04-23
23.35,24.85,NA,NA,31.2,34.4,7.3,8.3,10.8,11.8,2007-04-24
23.35,24.85,NA,NA,31.25,34.45,7.3,8.3,10.8,11.8,2007-04-25
23.3,24.8,NA,NA,31.2,34.45,7.3,8.3,10.8,11.8,2007-04-26
23.3,24.8,NA,NA,31.1,34.35,7.3,8.3,10.8,11.8,2007-04-27
23.3,24.8,NA,NA,31.1,34.35,7.3,8.3,10.8,11.8,2007-04-28
23.3,24.8,NA,NA,31.1,34.35,7.3,8.3,10.8,11.8,2007-04-29
23.3,24.8,NA,NA,31.15,34.4,7.3,8.3,10.8,11.8,2007-04-30
23.3,24.8,NA,NA,31.15,34.4,7.3,8.3,10.8,11.8,2007-05-01
23.25,24.75,NA,NA,31.05,34.25,7.3,8.3,10.8,11.8,2007-05-02
23.25,24.75,NA,NA,31.05,34.25,7.3,8.3,10.8,11.8,2007-05-03
23.25,24.75,NA,NA,31,34.25,7.3,8.3,10.8,11.8,2007-05-04
23.25,24.75,NA,NA,31,34.25,7.3,8.3,10.8,11.8,2007-05-05
23.25,24.75,NA,NA,31,34.25,7.3,8.3,10.8,11.8,2007-05-06
23.3,24.8,NA,NA,31.05,34.35,7.3,8.3,10.8,11.8,2007-05-07
23.35,24.85,NA,NA,31.05,34.3,7.3,8.3,10.8,11.8,2007-05-08
23.35,24.85,NA,NA,31.05,34.3,7.3,8.3,10.8,11.8,2007-05-09
23.4,24.9,NA,NA,31.05,34.35,7.3,8.3,10.8,11.8,2007-05-10
23.35,24.85,NA,NA,31,34.2,7.3,8.3,10.8,11.8,2007-05-11
23.35,24.85,NA,NA,31,34.2,7.3,8.3,10.8,11.8,2007-05-12
23.35,24.85,NA,NA,31,34.2,7.3,8.3,10.8,11.8,2007-05-13
23.35,24.85,NA,NA,31,34.2,7.3,8.3,10.8,11.8,2007-05-14
23.35,24.85,NA,NA,31,34.2,7.3,8.3,10.8,11.8,2007-05-15
23.3,24.8,NA,NA,31.1,34.35,7.3,8.3,10.8,11.8,2007-05-16
23.25,24.75,NA,NA,30.85,34.1,7.3,8.3,11,12,2007-05-17
23.2,24.7,NA,NA,30.7,33.95,7.3,8.3,11.1,12.1,2007-05-18
23.2,24.7,NA,NA,30.7,33.95,7.3,8.3,11.1,12.1,2007-05-19
23.2,24.7,NA,NA,30.7,33.95,7.3,8.3,11.1,12.1,2007-05-20
23.2,24.7,NA,NA,30.7,33.95,7.3,8.3,11.1,12.1,2007-05-21
23.15,24.65,NA,NA,30.7,33.95,7.3,8.3,11.1,12.1,2007-05-22
23.25,24.75,NA,NA,30.75,33.9,7.3,8.3,11.1,12.1,2007-05-23
23.25,24.75,NA,NA,30.65,33.9,7.3,8.3,11.1,12.1,2007-05-24
23.25,24.75,NA,NA,30.75,33.85,7.3,8.3,11.1,12.1,2007-05-25
23.25,24.75,NA,NA,30.75,33.85,7.3,8.3,11.1,12.1,2007-05-26
23.25,24.75,NA,NA,30.75,33.85,7.3,8.3,11.1,12.1,2007-05-27
23.25,24.75,NA,NA,30.7,33.9,7.3,8.3,11.1,12.1,2007-05-28
23.25,24.75,NA,NA,30.7,33.9,7.3,8.3,11.1,12.1,2007-05-29
23.3,24.8,NA,NA,30.85,34,7.3,8.3,11.1,12.1,2007-05-30
23.3,24.8,NA,NA,30.75,33.95,7.3,8.3,11.1,12.1,2007-05-31
23.3,24.8,NA,NA,30.75,33.95,7.3,8.3,11.1,12.1,2007-06-01
23.3,24.8,NA,NA,30.75,33.95,7.3,8.3,11.1,12.1,2007-06-02
23.3,24.8,NA,NA,30.75,33.95,7.3,8.3,11.1,12.1,2007-06-03
23.25,24.75,NA,NA,30.65,33.9,7.3,8.3,11.1,12.1,2007-06-04
23.25,24.75,NA,NA,30.75,33.95,7.3,8.3,11.1,12.1,2007-06-05
23.25,24.75,NA,NA,30.9,34.15,7.3,8.3,11.1,12.1,2007-06-06
23.25,24.75,NA,NA,30.8,34.05,7.3,8.3,11.1,12.1,2007-06-07
23.15,24.65,NA,NA,30.5,33.7,7.3,8.3,11.1,12.1,2007-06-08
23.15,24.65,NA,NA,30.5,33.7,7.3,8.3,11.1,12.1,2007-06-09
23.15,24.65,NA,NA,30.5,33.7,7.3,8.3,11.1,12.1,2007-06-10
23.15,24.65,NA,NA,30.35,33.55,7.3,8.3,11.1,12.1,2007-06-11
23.15,24.65,NA,NA,30.35,33.55,7.3,8.3,11.1,12.1,2007-06-12
23.1,24.6,NA,NA,30.2,33.35,7.3,8.3,11.1,12.1,2007-06-13
23.1,24.6,NA,NA,30.15,33.35,7.3,8.3,11.1,12.1,2007-06-14
23.15,24.65,NA,NA,30.25,33.45,7.3,8.3,11.1,12.1,2007-06-15
23.15,24.65,NA,NA,30.25,33.45,7.3,8.3,11.1,12.1,2007-06-16
23.15,24.65,NA,NA,30.25,33.45,7.3,8.3,11.1,12.1,2007-06-17
23.2,24.7,NA,NA,30.45,33.7,7.3,8.3,11.1,12.1,2007-06-18
23.2,24.7,NA,NA,30.45,33.7,7.3,8.3,11.1,12.1,2007-06-19
23.25,24.75,NA,NA,30.65,33.8,7.3,8.3,11.1,12.1,2007-06-20
23.25,24.75,NA,NA,30.65,33.85,7.3,8.3,11.1,12.1,2007-06-21
23.25,24.75,NA,NA,30.6,33.8,7.3,8.3,11.1,12.1,2007-06-22
23.25,24.75,NA,NA,30.6,33.8,7.3,8.3,11.1,12.1,2007-06-23
